timestamp          , sensor_nome                 , sensor_tipo                     , sensor_classe              , sistema_nome    , sistema_classe                , valor_leitura, unidade
2025-01-01 02:20:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 71.72        , W/m²
2025-01-01 02:25:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 118.8        , W/m²
2025-01-01 02:30:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 6.84         , W/m²
2025-01-01 02:35:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 141.48       , W/m²
2025-01-01 02:40:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 151.68       , W/m²
2025-01-01 02:45:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 30.58        , W/m²
2025-01-01 02:50:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 122.03       , W/m²
2025-01-01 02:55:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 41.34        , W/m²
2025-01-01 03:00:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 25.19        , W/m²
2025-01-01 03:05:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 18.26        , W/m²
2025-01-01 03:10:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 262.23       , W/m²
2025-01-01 03:15:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 157.99       , W/m²
2025-01-01 03:20:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 200.2        , W/m²
2025-01-01 03:25:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 220.47       , W/m²
2025-01-01 03:30:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 111.23       , W/m²
2025-01-01 03:35:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 77.42        , W/m²
2025-01-01 03:40:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 44.88        , W/m²
2025-01-01 03:45:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 160.17       , W/m²
2025-01-01 03:50:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 193.79       , W/m²
2025-01-01 03:55:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 292.11       , W/m²
2025-01-01 04:00:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 151.71       , W/m²
2025-01-01 04:05:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 224.42       , W/m²
2025-01-01 04:10:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 211.79       , W/m²
2025-01-01 04:15:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 313.31       , W/m²
2025-01-01 04:20:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 337.61       , W/m²
2025-01-01 04:25:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 82.77        , W/m²
2025-01-01 04:30:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 275.01       , W/m²
2025-01-01 04:35:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 343.02       , W/m²
2025-01-01 04:40:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 204.05       , W/m²
2025-01-01 04:45:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 332.68       , W/m²
2025-01-01 04:50:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 335.82       , W/m²
2025-01-01 04:55:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 188.74       , W/m²
2025-01-01 05:00:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 290.35       , W/m²
2025-01-01 05:05:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 90.29        , W/m²
2025-01-01 05:10:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 222.36       , W/m²
2025-01-01 05:15:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 387.49       , W/m²
2025-01-01 05:20:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 403.1        , W/m²
2025-01-01 05:25:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 352.78       , W/m²
2025-01-01 05:30:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 281.85       , W/m²
2025-01-01 05:35:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 97.5         , W/m²
2025-01-01 05:40:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 110.04       , W/m²
2025-01-01 05:45:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 112.2        , W/m²
2025-01-01 05:50:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 8.45         , W/m²
2025-01-01 05:55:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 344.32       , W/m²
2025-01-01 06:00:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 71.3         , W/m²
2025-01-01 06:05:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 374.7        , W/m²
2025-01-01 06:10:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 81.83        , W/m²
2025-01-01 06:15:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 416.99       , W/m²
2025-01-01 06:20:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 477.94       , W/m²
2025-01-01 06:25:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 362.87       , W/m²
2025-01-01 06:30:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 195.99       , W/m²
2025-01-01 06:35:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 68.11        , W/m²
2025-01-01 06:40:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 88.88        , W/m²
2025-01-01 06:45:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 32.39        , W/m²
2025-01-01 06:50:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 246.37       , W/m²
2025-01-01 06:55:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 295.84       , W/m²
2025-01-01 07:00:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 508.02       , W/m²
2025-01-01 07:05:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 84.86        , W/m²
2025-01-01 07:10:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 272.37       , W/m²
2025-01-01 07:15:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 42.34        , W/m²
2025-01-01 07:20:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 208.33       , W/m²
2025-01-01 07:25:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 662.33       , W/m²
2025-01-01 07:30:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 432.6        , W/m²
2025-01-01 07:35:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 444.91       , W/m²
2025-01-01 07:40:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 90.94        , W/m²
2025-01-01 07:45:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 583.07       , W/m²
2025-01-01 07:50:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 329.92       , W/m²
2025-01-01 07:55:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 595.9        , W/m²
2025-01-01 08:00:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 737.36       , W/m²
2025-01-01 08:05:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 247.4        , W/m²
2025-01-01 08:10:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 163.72       , W/m²
2025-01-01 08:15:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 536.13       , W/m²
2025-01-01 08:20:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 204.77       , W/m²
2025-01-01 08:25:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 495.05       , W/m²
2025-01-01 08:30:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 586.46       , W/m²
2025-01-01 08:35:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 254.69       , W/m²
2025-01-01 08:40:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 443.4        , W/m²
2025-01-01 08:45:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 536.21       , W/m²
2025-01-01 08:50:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 503.26       , W/m²
2025-01-01 08:55:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 663.21       , W/m²
2025-01-01 09:00:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 544.24       , W/m²
2025-01-01 09:05:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 386.76       , W/m²
2025-01-01 09:10:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 116.68       , W/m²
2025-01-01 09:15:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 197.15       , W/m²
2025-01-01 09:20:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 441.26       , W/m²
2025-01-01 09:25:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 503.6        , W/m²
2025-01-01 09:30:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 664.24       , W/m²
2025-01-01 09:35:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 885.6        , W/m²
2025-01-01 09:40:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 667.22       , W/m²
2025-01-01 09:45:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 819.46       , W/m²
2025-01-01 09:50:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 281.44       , W/m²
2025-01-01 09:55:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 304.95       , W/m²
2025-01-01 10:00:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 816.22       , W/m²
2025-01-01 10:05:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 130.67       , W/m²
2025-01-01 10:10:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 889.75       , W/m²
2025-01-01 10:15:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 318.93       , W/m²
2025-01-01 10:20:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 40.57        , W/m²
2025-01-01 10:25:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 865.21       , W/m²
2025-01-01 10:30:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 638.97       , W/m²
2025-01-01 10:35:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 851.45       , W/m²
2025-01-01 10:40:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 949.81       , W/m²
2025-01-01 10:45:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 396.73       , W/m²
2025-01-01 10:50:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 793.9        , W/m²
2025-01-01 10:55:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 136.32       , W/m²
2025-01-01 11:00:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 1015.75      , W/m²
2025-01-01 11:05:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 894.33       , W/m²
2025-01-01 11:10:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 605.48       , W/m²
2025-01-01 11:15:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 141.11       , W/m²
2025-01-01 11:20:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 1013.92      , W/m²
2025-01-01 11:25:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 374.57       , W/m²
2025-01-01 11:30:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 720.18       , W/m²
2025-01-01 11:35:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 854.18       , W/m²
2025-01-01 11:40:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 768.57       , W/m²
2025-01-01 11:45:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 130.32       , W/m²
2025-01-01 11:50:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 66.9         , W/m²
2025-01-01 11:55:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 435.0        , W/m²
2025-01-01 12:00:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 884.39       , W/m²
2025-01-01 12:05:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 88.98        , W/m²
2025-01-01 12:10:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 1135.1       , W/m²
2025-01-01 12:15:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 1027.1       , W/m²
2025-01-01 12:20:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 412.78       , W/m²
2025-01-01 12:25:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 930.06       , W/m²
2025-01-01 12:30:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 450.61       , W/m²
2025-01-01 12:35:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 945.86       , W/m²
2025-01-01 12:40:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 1136.22      , W/m²
2025-01-01 12:45:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 64.05        , W/m²
2025-01-01 12:50:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 980.45       , W/m²
2025-01-01 12:55:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 426.41       , W/m²
2025-01-01 13:00:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 631.12       , W/m²
2025-01-01 13:05:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 1047.31      , W/m²
2025-01-01 13:10:00, Irradiacao_Sensor           , Sensor de Irradiação Solar      , SensorIrradiacao           , Solar Farm 1    , SistemaGeracaoSolar           , 551.33       , W/m²
