Timestamp,Geracao_Solar_W,Geracao_Eolica_W,Demanda_Global_W,Nivel_Bateria_Pct,O2_Pct,Temp_Int_C,Temp_Ext_C,Radiacao_mSv,Integridade_Pct
2026-01-01 02:50:00,3340.73,522.21,1993.1,100.0,21.22,21.98,-54.37,0.32,100.0
2026-01-01 02:55:00,3488.05,654.76,1954.69,100.0,21.22,21.98,-53.91,0.45,100.0
2026-01-01 03:00:00,3596.43,1513.25,1837.34,100.0,21.18,22.03,-45.93,0.21,100.0
2026-01-01 03:05:00,3486.92,711.09,1885.95,100.0,21.13,21.94,-44.35,0.15,100.0
2026-01-01 03:10:00,3777.81,1622.96,1732.6,100.0,21.09,22.05,-47.89,0.18,100.0
2026-01-01 03:15:00,3693.56,1526.37,2010.59,100.0,21.1,21.95,-51.1,0.28,100.0
2026-01-01 03:20:00,3844.93,782.4,1689.48,100.0,21.07,21.99,-56.95,0.34,100.0
2026-01-01 03:25:00,4008.14,871.6,1673.02,100.0,21.1,21.92,-45.83,0.25,100.0
2026-01-01 03:30:00,4031.78,971.6,1647.57,100.0,21.05,21.96,-34.76,0.37,100.0
2026-01-01 03:35:00,4082.62,1886.86,1859.7,100.0,21.05,21.9,-51.7,0.27,100.0
2026-01-01 03:40:00,3948.89,1863.89,2100.86,100.0,21.01,21.94,-34.11,0.3,100.0
2026-01-01 03:45:00,4231.52,901.78,1766.62,100.0,21.0,21.93,-30.34,0.39,100.0
2026-01-01 03:50:00,4162.33,1498.54,1765.21,100.0,21.0,21.92,-53.98,0.16,100.0
2026-01-01 03:55:00,4285.88,1699.53,1934.52,100.0,21.01,21.85,-51.57,0.36,100.0
2026-01-01 04:00:00,4167.3,978.79,1856.18,100.0,21.02,21.84,-41.52,0.35,100.0
2026-01-01 04:05:00,4438.53,971.28,1906.37,100.0,21.05,21.92,-40.34,0.14,100.0
2026-01-01 04:10:00,4457.68,1881.33,1883.82,100.0,21.05,21.92,-39.16,0.39,100.0
2026-01-01 04:15:00,4309.39,1503.41,1703.4,100.0,21.02,21.95,-41.6,0.24,100.0
2026-01-01 04:20:00,4366.06,913.77,2080.94,100.0,21.02,21.93,-39.03,0.4,100.0
2026-01-01 04:25:00,4642.8,1786.91,1939.81,100.0,21.02,21.95,-46.69,0.48,100.0
2026-01-01 04:30:00,4774.42,717.0,1563.09,100.0,20.97,22.03,-59.36,0.36,100.0
2026-01-01 04:35:00,4667.07,659.67,1606.75,100.0,20.99,22.11,-59.34,0.41,100.0
2026-01-01 04:40:00,4566.43,1137.21,1639.32,100.0,21.0,22.04,-43.95,0.33,100.0
2026-01-01 04:45:00,4761.44,700.43,1550.97,100.0,20.98,22.09,-42.92,0.47,100.0
2026-01-01 04:50:00,4658.51,888.24,1786.92,100.0,20.97,22.04,-39.47,0.3,100.0
2026-01-01 04:55:00,4863.93,1112.47,1925.27,100.0,20.96,22.05,-42.58,0.1,100.0
2026-01-01 05:00:00,4822.06,1281.96,1924.06,100.0,20.99,22.02,-37.77,0.25,100.0
2026-01-01 05:05:00,4716.66,1348.57,1638.79,100.0,21.02,22.07,-48.58,0.33,100.0
2026-01-01 05:10:00,4797.57,612.7,1565.8,100.0,20.99,22.14,-41.35,0.47,100.0
2026-01-01 05:15:00,4784.82,1847.74,2116.28,100.0,21.02,22.17,-55.42,0.28,100.0
2026-01-01 05:20:00,4833.06,542.02,1552.52,100.0,21.05,22.2,-57.4,0.34,100.0
2026-01-01 05:25:00,4796.18,1526.17,1696.86,100.0,21.0,22.19,-39.91,0.37,100.0
2026-01-01 05:30:00,5114.92,1503.13,2075.03,100.0,21.04,22.15,-48.77,0.14,100.0
2026-01-01 05:35:00,4998.93,1087.58,1883.44,100.0,21.04,22.12,-37.75,0.4,100.0
2026-01-01 05:40:00,5001.15,1858.7,1741.09,100.0,21.01,22.02,-54.89,0.35,100.0
2026-01-01 05:45:00,4808.77,1299.55,1640.61,100.0,21.04,21.96,-31.75,0.4,100.0
2026-01-01 05:50:00,5016.87,635.23,1516.06,100.0,21.06,21.96,-39.08,0.37,100.0
2026-01-01 05:55:00,4873.74,1362.33,1869.97,100.0,21.07,21.94,-51.8,0.38,100.0
2026-01-01 06:00:00,4853.98,1182.76,1903.4,100.0,21.07,21.89,-33.71,0.49,100.0
2026-01-01 06:05:00,4948.32,735.47,1747.2,100.0,21.07,21.81,-47.81,0.23,100.0
2026-01-01 06:10:00,4814.53,1827.29,1549.61,100.0,21.06,21.76,-41.73,0.49,100.0
2026-01-01 06:15:00,4854.72,1414.23,1850.96,100.0,21.03,21.7,-48.66,0.41,100.0
2026-01-01 06:20:00,4800.86,954.42,1516.54,100.0,21.0,21.79,-54.4,0.28,100.0
2026-01-01 06:25:00,4799.03,574.68,1806.15,100.0,21.01,21.81,-40.67,0.16,100.0
2026-01-01 06:30:00,5036.54,1841.82,1825.04,100.0,21.05,21.85,-44.49,0.17,100.0
2026-01-01 06:35:00,4942.44,830.49,2110.21,100.0,21.04,21.94,-37.83,0.3,100.0
2026-01-01 06:40:00,5057.21,1311.17,1864.36,100.0,21.02,21.85,-51.59,0.4,100.0
2026-01-01 06:45:00,4959.49,797.67,1575.55,100.0,20.99,21.81,-45.68,0.44,100.0
2026-01-01 06:50:00,4835.45,1109.63,1852.92,100.0,20.99,21.91,-30.46,0.13,100.0
2026-01-01 06:55:00,4884.51,1361.95,1688.43,100.0,21.03,22.02,-42.41,0.35,100.0
2026-01-01 07:00:00,5003.29,1878.1,2153.08,100.0,21.05,21.98,-35.53,0.19,100.0
2026-01-01 07:05:00,4961.12,696.9,1557.25,100.0,21.03,21.89,-52.18,0.38,100.0
2026-01-01 07:10:00,4624.61,772.1,1510.5,100.0,21.03,21.96,-48.25,0.23,100.0
2026-01-01 07:15:00,4902.38,1451.48,1538.65,100.0,21.0,21.89,-30.64,0.31,100.0
2026-01-01 07:20:00,4857.64,1905.07,2022.4,100.0,20.99,21.81,-36.31,0.44,100.0
2026-01-01 07:25:00,4609.7,1302.09,1930.68,100.0,20.98,21.73,-46.55,0.16,100.0
2026-01-01 07:30:00,4761.24,1364.49,2119.18,100.0,20.98,21.8,-35.0,0.48,100.0
2026-01-01 07:35:00,4646.61,1746.79,1829.47,100.0,20.95,21.91,-59.88,0.25,100.0
2026-01-01 07:40:00,4661.5,1216.75,1782.79,100.0,20.99,21.82,-48.77,0.12,100.0
2026-01-01 07:45:00,4404.75,1755.76,1845.75,100.0,20.95,21.93,-58.6,0.41,100.0
2026-01-01 07:50:00,4561.46,1194.86,1866.5,100.0,20.94,21.96,-34.2,0.28,100.0
2026-01-01 07:55:00,4341.98,1761.69,1625.28,100.0,20.93,21.98,-30.2,0.24,100.0
2026-01-01 08:00:00,4438.76,1063.89,1834.86,100.0,20.97,21.94,-59.11,0.48,100.0
2026-01-01 08:05:00,4322.06,542.51,2102.82,100.0,20.95,21.88,-54.1,0.13,100.0
2026-01-01 08:10:00,4260.35,1569.0,2054.8,100.0,20.94,21.88,-37.48,0.47,100.0
2026-01-01 08:15:00,4161.49,569.12,2128.0,100.0,20.9,21.94,-53.8,0.34,100.0
2026-01-01 08:20:00,3973.9,615.48,2006.11,100.0,20.94,22.02,-36.81,0.29,100.0
2026-01-01 08:25:00,3930.15,1734.42,1871.97,100.0,20.94,22.08,-44.88,0.17,100.0
2026-01-01 08:30:00,3914.15,714.68,2155.1,100.0,20.99,22.05,-46.83,0.29,100.0
2026-01-01 08:35:00,3898.79,588.86,1522.8,100.0,21.0,21.95,-57.42,0.18,100.0
2026-01-01 08:40:00,3753.49,734.56,1740.13,100.0,20.96,21.98,-41.69,0.36,100.0
2026-01-01 08:45:00,3609.13,857.38,1744.56,100.0,21.0,21.9,-51.22,0.14,100.0
2026-01-01 08:50:00,3612.33,636.97,2094.72,100.0,20.99,21.89,-42.98,0.37,100.0
2026-01-01 08:55:00,3568.53,736.67,2088.82,100.0,21.01,21.93,-47.81,0.48,100.0
2026-01-01 09:00:00,3438.28,1222.6,1752.11,100.0,21.0,21.91,-36.03,0.45,100.0
2026-01-01 09:05:00,3409.09,1905.58,2064.52,100.0,20.95,21.96,-42.25,0.18,100.0
2026-01-01 09:10:00,3349.91,1228.29,1607.84,100.0,21.0,22.04,-48.69,0.41,100.0
2026-01-01 09:15:00,3192.61,1023.65,1532.3,100.0,21.02,22.08,-33.82,0.12,100.0
2026-01-01 09:20:00,3175.39,1155.97,1529.21,100.0,21.04,22.17,-59.43,0.28,100.0
2026-01-01 09:25:00,3138.69,596.36,2092.39,100.0,21.03,22.22,-50.79,0.37,100.0
2026-01-01 09:30:00,3076.24,1454.52,1930.04,100.0,21.05,22.28,-40.96,0.33,100.0
2026-01-01 09:35:00,2984.32,1242.17,1791.61,100.0,21.01,22.23,-52.49,0.27,100.0
2026-01-01 09:40:00,2854.74,874.01,1994.29,100.0,20.98,22.27,-38.72,0.42,100.0
2026-01-01 09:45:00,2822.92,1822.2,1602.27,100.0,20.99,22.27,-34.48,0.47,100.0
2026-01-01 09:50:00,2642.22,1947.1,1935.06,100.0,21.01,22.3,-39.03,0.1,100.0
2026-01-01 09:55:00,2658.42,934.77,1538.6,100.0,21.03,22.32,-37.5,0.4,100.0
2026-01-01 10:00:00,2463.8,1614.67,2190.91,100.0,21.08,22.26,-44.15,0.22,100.0
2026-01-01 10:05:00,2343.0,660.31,1614.95,100.0,21.04,22.24,-43.12,0.17,100.0
2026-01-01 10:10:00,2223.81,1250.91,1884.27,100.0,21.06,22.22,-52.82,0.11,100.0
2026-01-01 10:15:00,2128.32,1807.68,1916.81,100.0,21.1,22.24,-35.7,0.38,100.0
2026-01-01 10:20:00,2090.78,1020.16,1691.19,100.0,21.12,22.12,-46.92,0.17,100.0
2026-01-01 10:25:00,2060.02,1768.64,1920.05,100.0,21.15,22.03,-48.09,0.43,100.0
2026-01-01 10:30:00,1863.28,822.57,1657.09,100.0,21.18,22.03,-44.54,0.27,100.0
2026-01-01 10:35:00,1744.38,592.91,2145.54,100.0,21.19,22.03,-30.78,0.35,100.0
2026-01-01 10:40:00,1706.77,1764.39,1999.36,100.0,21.22,22.1,-55.23,0.29,100.0
2026-01-01 10:45:00,1561.93,1238.47,1965.16,100.0,21.22,22.16,-39.98,0.38,100.0
2026-01-01 10:50:00,1560.03,1781.09,1899.32,100.0,21.24,22.15,-58.59,0.18,100.0
2026-01-01 10:55:00,1403.17,1625.59,1926.18,100.0,21.21,22.18,-36.41,0.42,100.0
2026-01-01 11:00:00,1258.32,632.53,2109.01,97.82,21.26,22.12,-54.84,0.12,100.0
2026-01-01 11:05:00,1152.11,1961.9,1865.1,100.0,21.29,22.16,-39.6,0.2,100.0
2026-01-01 11:10:00,1070.54,1474.27,2111.95,100.0,21.26,22.23,-37.32,0.31,100.0
2026-01-01 11:15:00,974.21,1695.78,1720.43,100.0,21.22,22.2,-33.39,0.36,100.0
2026-01-01 11:20:00,874.12,1063.07,1883.17,100.0,21.19,22.17,-40.24,0.28,100.0
2026-01-01 11:25:00,757.34,1432.41,2164.74,100.0,21.19,22.12,-40.84,0.42,100.0
2026-01-01 11:30:00,675.11,709.72,1801.69,95.83,21.2,22.07,-43.43,0.21,100.0
2026-01-01 11:35:00,545.43,1740.33,1868.91,100.0,21.23,22.04,-55.12,0.27,100.0
2026-01-01 11:40:00,432.91,849.31,1668.43,96.14,21.24,22.0,-49.43,0.48,100.0
2026-01-01 11:45:00,340.09,769.44,2164.4,85.59,21.27,22.04,-54.29,0.18,100.0
2026-01-01 11:50:00,210.68,818.63,2072.01,75.16,21.26,21.95,-46.73,0.48,100.0
2026-01-01 11:55:00,105.07,608.03,1724.56,65.05,21.28,22.01,-48.62,0.32,100.0
2026-01-01 12:00:00,0.0,768.77,1980.51,52.93,21.32,22.1,-37.09,0.24,100.0
2026-01-01 12:05:00,0.0,928.29,1693.89,45.27,21.32,22.0,-46.26,0.32,100.0
2026-01-01 12:10:00,0.0,765.04,2136.23,31.56,21.34,22.05,-40.16,0.22,100.0
2026-01-01 12:15:00,0.0,1046.52,2070.93,21.32,21.35,22.14,-53.54,0.23,100.0
2026-01-01 12:20:00,0.0,1984.32,2158.84,19.57,21.32,22.08,-31.83,0.39,100.0
2026-01-01 12:25:00,0.0,1123.71,1567.42,15.14,21.27,21.99,-37.49,0.38,100.0
2026-01-01 12:30:00,0.0,1290.22,1582.24,12.22,21.29,22.06,-53.91,0.18,100.0
2026-01-01 12:35:00,0.0,812.69,1884.98,1.49,21.31,22.11,-49.44,0.35,100.0
2026-01-01 12:40:00,0.0,705.97,1959.29,0.0,21.35,22.04,-32.24,0.39,100.0
2026-01-01 12:45:00,0.0,1525.85,1953.18,0.0,21.34,21.96,-48.2,0.25,100.0
2026-01-01 12:50:00,0.0,568.08,1658.36,0.0,21.29,22.02,-32.49,0.22,100.0
2026-01-01 12:55:00,0.0,689.31,1839.86,0.0,21.26,21.97,-32.24,0.29,100.0
2026-01-01 13:00:00,0.0,1275.38,1918.44,0.0,21.3,22.05,-59.76,0.22,100.0
2026-01-01 13:05:00,0.0,765.02,1735.56,0.0,21.35,21.96,-49.09,0.26,100.0
2026-01-01 13:10:00,0.0,798.64,1506.15,0.0,21.38,21.89,-59.28,0.24,100.0
2026-01-01 13:15:00,0.0,1086.82,2181.26,0.0,21.4,21.95,-47.84,0.38,100.0
2026-01-01 13:20:00,0.0,1978.76,1931.21,0.48,21.37,21.98,-35.18,0.39,100.0
2026-01-01 13:25:00,0.0,1412.17,2120.38,0.0,21.39,22.02,-55.53,0.26,100.0
2026-01-01 13:30:00,0.0,964.78,2009.18,0.0,21.43,22.04,-46.08,0.29,100.0
2026-01-01 13:35:00,0.0,832.65,2097.09,0.0,21.41,22.09,-51.24,0.15,100.0
2026-01-01 13:40:00,0.0,770.58,1571.41,0.0,21.45,22.0,-55.73,0.39,100.0
2026-01-01 13:45:00,0.0,737.58,1733.52,0.0,21.42,21.9,-44.24,0.32,100.0
2026-01-01 13:50:00,0.0,1947.29,1526.73,4.21,21.41,21.84,-58.48,0.21,100.0
2026-01-01 13:55:00,0.0,528.59,1876.4,0.0,21.42,21.84,-41.48,0.36,100.0
2026-01-01 14:00:00,0.0,1521.48,1531.75,0.0,21.44,21.82,-41.08,0.4,100.0
2026-01-01 14:05:00,0.0,625.23,2006.06,0.0,21.4,21.76,-59.06,0.27,100.0
2026-01-01 14:10:00,0.0,1410.9,2162.29,0.0,21.42,21.86,-52.62,0.33,100.0
2026-01-01 14:15:00,0.0,1356.11,1578.15,0.0,21.45,21.93,-30.58,0.28,100.0
2026-01-01 14:20:00,0.0,1772.5,1686.85,0.86,21.45,21.93,-48.33,0.48,100.0
2026-01-01 14:25:00,0.0,1172.05,1803.57,0.0,21.47,21.84,-38.55,0.23,100.0
2026-01-01 14:30:00,0.0,909.44,2084.02,0.0,21.48,21.86,-31.94,0.23,100.0
2026-01-01 14:35:00,0.0,1614.52,1576.22,0.38,21.43,21.94,-59.54,0.29,100.0
2026-01-01 14:40:00,0.0,1767.58,1730.31,0.76,21.45,21.93,-31.69,0.14,100.0
2026-01-01 14:45:00,0.0,783.28,2050.01,0.0,21.47,22.02,-31.13,0.35,100.0
2026-01-01 14:50:00,0.0,974.17,1956.9,0.0,21.44,22.02,-50.42,0.28,100.0
2026-01-01 14:55:00,0.0,1260.73,2071.84,0.0,21.39,21.95,-30.67,0.39,100.0
2026-01-01 15:00:00,0.0,1166.25,1950.28,0.0,21.4,22.04,-58.85,0.17,100.0
2026-01-01 15:05:00,0.0,641.37,2010.75,0.0,21.39,21.98,-53.85,0.46,100.0
2026-01-01 15:10:00,0.0,1723.47,1691.31,0.32,21.42,21.9,-41.76,0.35,100.0
2026-01-01 15:15:00,0.0,1095.83,1767.91,0.0,21.42,21.93,-42.39,0.16,100.0
2026-01-01 15:20:00,0.0,1917.77,1557.13,3.61,21.41,21.86,-33.36,0.44,100.0
2026-01-01 15:25:00,0.0,654.07,1502.21,0.0,21.38,21.95,-57.91,0.3,100.0
2026-01-01 15:30:00,0.0,1120.65,1623.53,0.0,21.37,22.04,-57.82,0.46,100.0
2026-01-01 15:35:00,0.0,880.2,1557.41,0.0,21.34,21.99,-43.54,0.18,100.0
2026-01-01 15:40:00,0.0,1861.35,1835.27,0.26,21.37,22.07,-59.03,0.27,100.0
2026-01-01 15:45:00,0.0,1291.47,1854.12,0.0,21.38,22.02,-34.98,0.36,100.0
2026-01-01 15:50:00,0.0,1948.95,1583.17,3.66,21.36,21.96,-52.82,0.2,100.0
2026-01-01 15:55:00,0.0,949.59,1526.09,0.0,21.31,22.03,-50.42,0.14,100.0
2026-01-01 16:00:00,0.0,870.24,1732.03,0.0,21.34,21.94,-47.1,0.4,100.0
2026-01-01 16:05:00,0.0,798.77,1874.13,0.0,21.37,21.86,-39.92,0.16,100.0
2026-01-01 16:10:00,0.0,1117.29,1865.67,0.0,21.35,21.95,-41.31,0.11,100.0
2026-01-01 16:15:00,0.0,1314.28,1501.75,0.0,21.37,21.86,-33.1,0.2,100.0
2026-01-01 16:20:00,0.0,1302.56,2181.28,0.0,21.38,21.8,-37.42,0.49,100.0
2026-01-01 16:25:00,0.0,535.07,1927.75,0.0,21.39,21.82,-57.18,0.44,100.0
2026-01-01 16:30:00,0.0,644.32,1704.65,0.0,21.35,21.92,-33.43,0.36,100.0
2026-01-01 16:35:00,0.0,1792.29,1777.95,0.14,21.37,21.84,-42.5,0.21,100.0
2026-01-01 16:40:00,0.0,955.0,1655.45,0.0,21.34,21.88,-36.39,0.42,100.0
2026-01-01 16:45:00,0.0,535.14,1711.86,0.0,21.29,21.83,-51.76,0.41,100.0
2026-01-01 16:50:00,0.0,1472.35,1872.05,0.0,21.26,21.85,-50.59,0.45,100.0
2026-01-01 16:55:00,0.0,1810.72,1595.52,2.15,21.25,21.86,-56.93,0.49,100.0
2026-01-01 17:00:00,0.0,846.88,2099.06,0.0,21.25,21.84,-34.75,0.49,100.0
2026-01-01 17:05:00,0.0,1493.14,1654.66,0.0,21.22,21.9,-31.18,0.35,100.0
2026-01-01 17:10:00,0.0,551.93,2167.71,0.0,21.25,21.86,-40.9,0.2,100.0
2026-01-01 17:15:00,0.0,1064.96,1564.39,0.0,21.24,21.92,-47.5,0.35,100.0
2026-01-01 17:20:00,0.0,615.67,1706.84,0.0,21.24,21.86,-58.29,0.46,100.0
2026-01-01 17:25:00,0.0,1156.46,2074.37,0.0,21.2,21.93,-40.19,0.32,100.0
2026-01-01 17:30:00,0.0,1502.46,1746.43,0.0,21.17,22.02,-54.16,0.37,100.0
2026-01-01 17:35:00,0.0,1449.68,1784.99,0.0,21.15,21.92,-41.05,0.33,100.0
2026-01-01 17:40:00,0.0,751.32,1741.66,0.0,21.14,21.96,-47.01,0.38,100.0
2026-01-01 17:45:00,0.0,1170.96,2196.43,0.0,21.17,21.92,-46.8,0.15,100.0
2026-01-01 17:50:00,0.0,1898.5,1825.77,0.73,21.18,21.96,-59.98,0.33,100.0
2026-01-01 17:55:00,0.0,1685.46,2138.58,0.0,21.21,21.95,-55.19,0.32,100.0
2026-01-01 18:00:00,0.0,686.89,2185.79,0.0,21.2,22.06,-30.59,0.41,100.0
2026-01-01 18:05:00,0.0,1803.94,1978.64,0.0,21.24,22.11,-41.03,0.28,100.0
2026-01-01 18:10:00,0.0,1298.79,1689.66,0.0,21.28,22.17,-48.43,0.15,100.0
2026-01-01 18:15:00,0.0,1987.32,1513.73,4.74,21.28,22.19,-32.36,0.36,100.0
2026-01-01 18:20:00,0.0,1726.2,2074.37,1.25,21.26,22.24,-40.43,0.19,100.0
2026-01-01 18:25:00,0.0,503.74,1647.53,0.0,21.25,22.3,-33.84,0.4,100.0
2026-01-01 18:30:00,0.0,877.36,1619.29,0.0,21.27,22.31,-36.84,0.3,100.0
2026-01-01 18:35:00,0.0,589.95,1821.09,0.0,21.24,22.28,-51.17,0.1,100.0
2026-01-01 18:40:00,0.0,730.84,1898.05,0.0,21.2,22.26,-40.8,0.24,100.0
2026-01-01 18:45:00,0.0,1040.69,1860.92,0.0,21.23,22.3,-42.82,0.21,100.0
2026-01-01 18:50:00,0.0,1048.81,2100.59,0.0,21.26,22.31,-30.4,0.46,100.0
2026-01-01 18:55:00,0.0,919.38,1582.5,0.0,21.28,22.23,-44.82,0.44,100.0
2026-01-01 19:00:00,0.0,1892.51,2128.91,0.0,21.24,22.21,-59.12,0.25,100.0
2026-01-01 19:05:00,0.0,861.97,1769.32,0.0,21.2,22.11,-44.94,0.12,100.0
2026-01-01 19:10:00,0.0,1886.49,2045.88,0.0,21.19,22.05,-33.67,0.15,100.0
2026-01-01 19:15:00,0.0,1464.47,1729.85,0.0,21.16,22.14,-41.47,0.48,100.0
2026-01-01 19:20:00,0.0,1701.91,1896.18,0.0,21.16,22.21,-40.56,0.24,100.0
2026-01-01 19:25:00,0.0,654.99,1728.16,0.0,21.13,22.27,-56.13,0.47,100.0
2026-01-01 19:30:00,0.0,1775.25,1958.09,0.0,21.1,22.2,-47.28,0.11,100.0
2026-01-01 19:35:00,0.0,1937.28,1619.14,3.18,21.09,22.14,-38.96,0.2,100.0
2026-01-01 19:40:00,0.0,1324.34,2049.31,0.0,21.1,22.11,-34.18,0.49,100.0
2026-01-01 19:45:00,0.0,1016.14,1680.47,0.0,21.1,22.09,-53.89,0.31,100.0
2026-01-01 19:50:00,0.0,1573.12,1729.95,0.0,21.1,22.08,-41.82,0.19,100.0
2026-01-01 19:55:00,0.0,627.88,1773.36,0.0,21.13,22.15,-30.66,0.25,100.0
2026-01-01 20:00:00,0.0,1591.26,1625.13,0.0,21.14,22.07,-36.17,0.39,100.0
2026-01-01 20:05:00,0.0,1706.36,2110.15,0.0,21.16,22.12,-55.43,0.13,100.0
2026-01-01 20:10:00,0.0,1233.68,1682.51,0.0,21.18,22.12,-59.28,0.31,100.0
2026-01-01 20:15:00,0.0,1400.16,2093.35,0.0,21.15,22.13,-59.45,0.32,100.0
2026-01-01 20:20:00,0.0,1904.06,2135.34,0.0,21.18,22.13,-36.15,0.27,100.0
2026-01-01 20:25:00,0.0,906.45,1756.01,0.0,21.16,22.08,-30.23,0.21,100.0
2026-01-01 20:30:00,0.0,1094.06,1733.48,0.0,21.14,21.98,-49.66,0.39,100.0
2026-01-01 20:35:00,0.0,1808.09,1705.22,1.03,21.1,21.88,-38.92,0.38,100.0
2026-01-01 20:40:00,0.0,1352.55,1690.69,0.0,21.1,21.97,-35.42,0.24,100.0
2026-01-01 20:45:00,0.0,730.77,1605.5,0.0,21.12,21.9,-44.62,0.43,100.0
2026-01-01 20:50:00,45.45,3384.3,2747.36,6.82,21.17,21.81,-86.4,2.17,99.95
2026-01-01 20:55:00,39.22,2946.0,2999.51,6.68,21.22,21.72,-83.78,2.14,99.91
2026-01-01 21:00:00,1.05,3317.38,2795.95,11.91,21.27,21.67,-89.91,4.41,99.89
2026-01-01 21:05:00,2.71,2935.15,2657.93,14.71,21.26,21.6,-95.24,3.78,99.88
2026-01-01 21:10:00,37.58,3006.71,3068.64,14.46,21.28,21.56,-98.6,4.93,99.85
2026-01-01 21:15:00,10.82,3063.41,2523.18,19.97,21.3,21.46,-82.21,3.28,99.83
2026-01-01 21:20:00,15.1,2884.03,2839.42,20.57,21.32,21.4,-93.47,3.84,99.79
2026-01-01 21:25:00,40.45,3345.91,2795.07,26.48,21.34,21.33,-86.63,2.27,99.75
2026-01-01 21:30:00,46.81,2697.39,2592.73,28.0,21.35,21.31,-88.25,4.71,99.73
2026-01-01 21:35:00,32.28,2627.84,3117.03,23.43,21.38,21.26,-91.27,2.53,99.69
2026-01-01 21:40:00,42.08,2892.77,2929.15,23.48,21.42,21.18,-91.66,4.38,99.68
2026-01-01 21:45:00,31.48,2629.51,2826.73,21.83,21.46,21.1,-92.15,2.31,99.65
2026-01-01 21:50:00,2.27,2651.83,2923.96,19.13,21.44,21.05,-88.67,2.73,99.64
2026-01-01 21:55:00,11.78,2513.74,2774.55,16.64,21.41,21.03,-91.84,2.79,99.62
